Date,Average_Electric_Usage,Average_Water_Usage,Cases
2020-01-01,0.96,1.07,0
2020-02-01,0.28,2.27,0
2020-03-01,1.0399999999999998,2.0566666666666666,0
2020-04-01,0.31999999999999995,1.1600000000000001,2392
2020-05-01,0.4136507936507938,1.316825396825397,16608
2020-06-01,0.5353333333333332,1.24768253968254,28263
2020-07-01,0.4735913978494623,0.9828602150537629,35217
2020-08-01,0.3846700507614214,1.1113705583756333,39333
2020-09-01,0.4362970297029698,1.2917227722772264,42421

